'having a strong desire for success or achievement' – ,"[""'having little desire for success or achievement' – ""]"
ambitious,['unambitious']
'having little desire for success or achievement' – ,"[""'having a strong desire for success or achievement' – ""]"
unambitious,['ambitious']
'of or relating to an abnormal condition of the eye in which visual images are not in focus on the retina' – ,"[""'of or relating to the normal condition of the eye in which visual images are in clear focus on the retina' – ""]"
ametropic,['emmetropic']
'of or relating to the normal condition of the eye in which visual images are in clear focus on the retina' – ,"[""'of or relating to an abnormal condition of the eye in which visual images are not in focus on the retina' – ""]"
emmetropic,['ametropic']
'more than enough in size or scope or capacity' – had ample food for the party · an ample supply,"[""'deficient in amount or quality or extent' – meager resources · meager fare""]"
ample,['meager']
'deficient in amount or quality or extent' – meager resources · meager fare,"[""'more than enough in size or scope or capacity' – had ample food for the party · an ample supply""]"
meager,['ample']
'characterized by or promoting constructive metabolism' – some athletes take anabolic steroids to increase muscle size temporarily,"[""'characterized by destructive metabolism' – ""]"
anabolic,['catabolic']
'characterized by destructive metabolism' – ,"[""'characterized by or promoting constructive metabolism' – some athletes take anabolic steroids to increase muscle size temporarily""]"
catabolic,['anabolic']
'of valleys and rivers; progressing in a direction opposite to the dip in surrounding rock strata' – ,"[""'of valleys and rivers; running in the direction of the dip in surrounding rock strata' – ""]"
anaclinal,['cataclinal']
'of valleys and rivers; running in the direction of the dip in surrounding rock strata' – ,"[""'of valleys and rivers; progressing in a direction opposite to the dip in surrounding rock strata' – ""]"
cataclinal,['anaclinal']
'not astigmatic' – ,"[""'of or relating to a defect in the eye or in a lens caused by a deviation from spherical curvature which prevents light rays from meeting at a common focus and so results in distorted images' – ""]"
anastigmatic,['astigmatic']
'of or relating to a defect in the eye or in a lens caused by a deviation from spherical curvature which prevents light rays from meeting at a common focus and so results in distorted images' – ,"[""'not astigmatic' – ""]"
astigmatic,['anastigmatic']
'sloping downward away from a common crest' – ,"[""'sloping downward toward each other to create a trough' – ""]"
anticlinal,['synclinal']
'sloping downward toward each other to create a trough' – ,"[""'sloping downward away from a common crest' – ""]"
synclinal,['anticlinal']
'migrating from the sea to fresh water to spawn' – ,"[""'migrating from fresh water to the sea to spawn' – "", ""'(used of fish) migratory between fresh and salt waters' – ""]"
anadromous,"['catadromous', 'diadromous']"
'migrating from fresh water to the sea to spawn' – ,"[""'(used of fish) migratory between fresh and salt waters' – "", ""'migrating from the sea to fresh water to spawn' – ""]"
catadromous,"['diadromous', 'anadromous']"
'(used of fish) migratory between fresh and salt waters' – ,"[""'migrating from the sea to fresh water to spawn' – "", ""'migrating from fresh water to the sea to spawn' – ""]"
diadromous,"['anadromous', 'catadromous']"
'of an air current or wind; rising especially up a slope' – an anabatic wind,"[""'of an air current or wind; moving downward or down a slope because of cooling especially at night' – ""]"
anabatic,['katabatic']
'of an air current or wind; moving downward or down a slope because of cooling especially at night' – ,"[""'of an air current or wind; rising especially up a slope' – an anabatic wind""]"
katabatic,['anabatic']
"'a stage in psychosexual development when the child's interest is concentrated on the anal region; fixation at this stage is said to result in orderliness, meanness, stubbornness, compulsiveness, etc.' – ","[""'a stage in psychosexual development when the child's interest is concentrated in the mouth; fixation at this stage is said to result in dependence, selfishness, and aggression' – ""]"
anal,['oral']
"'a stage in psychosexual development when the child's interest is concentrated in the mouth; fixation at this stage is said to result in dependence, selfishness, and aggression' – ","[""'a stage in psychosexual development when the child's interest is concentrated on the anal region; fixation at this stage is said to result in orderliness, meanness, stubbornness, compulsiveness, etc.' – ""]"
oral,['anal']
'of a circuit or device having an output that is proportional to the input' – analogue device · linear amplifier,"[""'of a circuit or device that represents magnitudes in digits' – digital computer""]"
analogue,['digital']
'of a circuit or device that represents magnitudes in digits' – digital computer,"[""'of a circuit or device having an output that is proportional to the input' – analogue device · linear amplifier""]"
digital,['analogue']
'of a proposition that is necessarily true independent of fact or experience' – `all spinsters are unmarried' is an analytic proposition,"[""'of a proposition whose truth value is determined by observation or facts' – `all men are arrogant' is a synthetic proposition""]"
analytic,['synthetic']
'of a proposition whose truth value is determined by observation or facts' – `all men are arrogant' is a synthetic proposition,"[""'of a proposition that is necessarily true independent of fact or experience' – `all spinsters are unmarried' is an analytic proposition""]"
synthetic,['analytic']
'expressing a grammatical category by using two or more words rather than inflection' – ,"[""'systematic combining of root and modifying elements into single words' – ""]"
analytic,['synthetic']
